account_id,payment_behavior,months_on_book,plan_tier,auto_debit,credit_score_band,bundled_services,complaint_calls,ebill_enrolled,segment,target
ACC0005546,10,55,15,45,65,5,40,30,MATURE,0
ACC0005547,40,25,50,-40,35,30,-50,-20,YOUNG,1
ACC0005548,40,55,15,-40,35,5,40,30,MATURE,0
ACC0005549,75,-45,15,-40,10,-30,0,-20,YOUNG,0
ACC0005550,75,-10,15,-40,-20,-30,-50,-20,YOUNG,0
ACC0005551,40,25,15,-40,-55,-30,0,30,MATURE,0
ACC0005552,10,25,15,-40,-20,30,0,30,YOUNG,1
ACC0005553,40,55,15,-40,65,55,40,-20,MATURE,0
ACC0005554,-25,-10,-35,45,-55,30,0,30,YOUNG,1
ACC0005555,75,-45,15,45,-20,5,40,-20,MATURE,0
ACC0005556,75,25,50,45,35,-30,40,30,MATURE,0
ACC0005557,-60,-10,15,45,35,-30,0,-20,MATURE,0
ACC0005558,10,-45,-35,-40,65,-30,-50,30,YOUNG,0
ACC0005559,10,-45,15,45,65,-30,40,30,YOUNG,1
ACC0005560,40,25,15,-40,10,-30,40,-20,MATURE,0
ACC0005561,-25,-45,-35,45,10,5,40,-20,MATURE,0
ACC0005562,40,25,-35,45,65,-30,-50,30,MATURE,0
ACC0005563,10,55,50,45,65,-30,0,30,MATURE,0
ACC0005564,40,25,15,-40,35,-30,-50,30,YOUNG,0
ACC0005565,75,25,50,-40,10,5,0,30,YOUNG,0
ACC0005566,40,-45,-35,-40,10,-30,0,30,YOUNG,0
ACC0005567,75,-10,15,-40,35,-30,40,30,MATURE,0
ACC0005568,40,55,15,45,10,30,40,-20,MATURE,0
ACC0005569,10,-10,15,-40,10,-30,40,30,YOUNG,0
ACC0005570,40,-10,15,45,65,-30,-50,-20,YOUNG,0
ACC0005571,40,25,15,45,10,-30,-50,30,YOUNG,1
ACC0005572,40,25,50,-40,-55,30,0,30,YOUNG,1
ACC0005573,-60,55,50,-40,65,30,40,30,MATURE,0
ACC0005574,10,25,15,-40,-20,5,-50,30,YOUNG,0
ACC0005575,75,-45,-35,-40,10,-30,40,30,YOUNG,0
ACC0005576,75,-45,50,45,-55,-30,0,30,YOUNG,1
ACC0005577,40,-45,-35,45,10,-30,-50,30,YOUNG,1
ACC0005578,10,-45,50,-40,-20,-30,0,30,YOUNG,1
ACC0005579,75,25,15,45,10,5,40,30,MATURE,0
ACC0005580,40,25,15,45,65,30,40,30,MATURE,0
ACC0005581,40,55,15,45,-20,30,40,30,MATURE,0
ACC0005582,40,-10,15,45,-20,-30,-50,30,YOUNG,0
ACC0005583,10,-45,-35,-40,10,55,-50,30,YOUNG,0
ACC0005584,10,-45,-35,-40,-20,5,-50,30,YOUNG,1
ACC0005585,-60,-45,15,45,-55,-30,40,30,YOUNG,0
ACC0005586,-25,-10,15,-40,-20,5,-50,30,YOUNG,0
ACC0005587,75,25,15,45,35,30,0,30,MATURE,0
ACC0005588,75,25,-35,45,-55,30,40,-20,MATURE,0
ACC0005589,10,-10,15,45,-20,5,0,30,MATURE,0
ACC0005590,10,25,15,45,10,30,40,30,MATURE,0
ACC0005591,10,25,-35,-40,10,-30,40,-20,MATURE,0
ACC0005592,75,-45,-35,-40,65,-30,40,-20,YOUNG,0
ACC0005593,75,55,50,45,35,5,40,30,MATURE,0
ACC0005594,40,-45,-35,-40,10,30,0,30,YOUNG,0
ACC0005595,10,25,50,45,65,-30,0,-20,MATURE,0
ACC0005596,-60,-45,15,-40,65,55,40,-20,MATURE,0
ACC0005597,40,-10,-35,-40,10,5,0,30,YOUNG,1
ACC0005598,-60,25,15,-40,-55,-30,40,-20,YOUNG,1
ACC0005599,75,25,15,-40,35,30,40,30,MATURE,0
ACC0005600,10,25,-35,45,10,-30,0,30,YOUNG,0
ACC0005601,-25,25,15,-40,-20,30,40,30,YOUNG,1
ACC0005602,-25,-45,50,45,10,-30,-50,-20,YOUNG,0
ACC0005603,40,25,15,45,-55,55,40,-20,MATURE,0
ACC0005604,10,-10,15,-40,35,5,40,30,MATURE,0
ACC0005605,-25,55,15,-40,65,-30,0,-20,YOUNG,1
ACC0005606,75,25,15,-40,65,5,-50,30,YOUNG,0
ACC0005607,75,55,-35,45,-20,30,40,-20,MATURE,0
ACC0005608,40,55,50,45,35,5,40,30,MATURE,0
ACC0005609,40,25,15,45,-20,30,-50,-20,YOUNG,0
ACC0005610,-60,25,-35,-40,65,5,40,30,YOUNG,0
ACC0005611,40,-10,15,-40,-20,30,-50,30,YOUNG,0
ACC0005612,-25,55,15,-40,10,-30,-50,-20,YOUNG,1
ACC0005613,10,25,-35,45,-20,5,0,30,MATURE,0
ACC0005614,10,-10,-35,-40,-55,5,40,30,YOUNG,1
ACC0005615,-60,-10,-35,45,35,-30,-50,30,YOUNG,1
ACC0005616,10,55,15,45,-20,-30,-50,-20,MATURE,0
ACC0005617,40,-10,15,45,-55,5,40,-20,YOUNG,1
ACC0005618,40,-10,15,45,65,30,40,-20,MATURE,0
ACC0005619,75,25,-35,45,35,-30,0,30,YOUNG,0
ACC0005620,40,-10,15,45,10,5,-50,30,YOUNG,0
ACC0005621,75,-10,-35,-40,-20,-30,40,30,YOUNG,0
ACC0005622,-25,-10,50,-40,10,55,40,30,MATURE,0
ACC0005623,-60,-10,-35,-40,35,5,0,30,YOUNG,0
ACC0005624,75,-45,-35,45,10,30,40,30,MATURE,0
ACC0005625,75,55,50,45,65,30,40,-20,MATURE,0
ACC0005626,75,-45,15,45,-20,5,40,-20,MATURE,0
ACC0005627,10,-45,-35,45,-55,5,0,-20,YOUNG,0
ACC0005628,75,25,50,45,10,-30,40,-20,MATURE,0
ACC0005629,75,55,15,-40,65,55,0,-20,MATURE,0
ACC0005630,-60,-45,-35,-40,10,-30,-50,30,YOUNG,1
ACC0005631,-60,25,-35,-40,35,-30,40,30,YOUNG,1
ACC0005632,-25,-45,15,-40,-55,30,40,-20,YOUNG,0
ACC0005633,-25,-10,15,45,-55,5,40,30,YOUNG,0
ACC0005634,40,-10,-35,-40,-20,-30,0,-20,MATURE,0
ACC0005635,40,55,-35,45,-55,30,0,30,MATURE,0
ACC0005636,75,-10,-35,-40,-20,5,0,-20,YOUNG,1
ACC0005637,10,25,15,45,10,-30,0,30,YOUNG,0
ACC0005638,-60,25,-35,-40,-20,30,40,30,YOUNG,1
ACC0005639,40,-45,-35,45,35,5,-50,-20,YOUNG,0
ACC0005640,40,-45,15,-40,10,-30,0,30,YOUNG,0
ACC0005641,40,55,15,-40,65,5,40,30,MATURE,0
ACC0005642,40,25,15,45,65,-30,0,30,YOUNG,0
ACC0005643,-25,-45,-35,-40,10,-30,40,30,YOUNG,0
ACC0005644,40,-10,-35,-40,65,-30,40,30,MATURE,0
ACC0005645,40,55,50,45,65,5,40,-20,MATURE,0
ACC0005646,40,25,15,45,10,55,40,30,MATURE,0
ACC0005647,40,25,15,45,65,-30,0,-20,YOUNG,0
ACC0005648,10,25,-35,45,10,5,-50,-20,YOUNG,1
ACC0005649,40,-10,-35,45,35,5,40,-20,MATURE,0
ACC0005650,10,25,15,45,-20,30,40,-20,MATURE,0
ACC0005651,-60,-10,-35,45,35,5,-50,30,YOUNG,0
ACC0005652,40,55,50,45,35,30,40,-20,MATURE,0
ACC0005653,40,25,15,45,10,30,0,-20,MATURE,0
ACC0005654,-25,55,15,45,-20,-30,0,30,YOUNG,0
ACC0005655,-60,-45,-35,-40,10,-30,0,30,YOUNG,1
ACC0005656,10,25,50,45,35,5,0,-20,MATURE,0
ACC0005657,10,-45,-35,45,-55,-30,-50,30,YOUNG,1
ACC0005658,75,-10,15,-40,65,30,0,30,YOUNG,0
ACC0005659,10,55,50,45,35,30,40,-20,MATURE,0
ACC0005660,75,25,50,-40,35,5,40,30,MATURE,0
ACC0005661,75,-10,-35,45,-55,-30,0,30,YOUNG,0
ACC0005662,75,-10,15,45,65,55,40,-20,MATURE,0
ACC0005663,-25,25,-35,-40,10,5,40,30,MATURE,0
ACC0005664,40,-45,15,45,35,-30,40,-20,MATURE,0
ACC0005665,75,55,15,45,65,-30,0,-20,MATURE,0
ACC0005666,40,25,-35,-40,10,5,-50,30,YOUNG,1
ACC0005667,40,25,15,-40,65,5,40,30,YOUNG,0
ACC0005668,40,25,15,45,-20,5,40,30,MATURE,0
ACC0005669,40,-10,50,45,35,-30,40,-20,MATURE,0
ACC0005670,75,-10,15,45,65,5,40,30,MATURE,1
ACC0005671,10,-10,-35,45,10,30,40,30,YOUNG,0
ACC0005672,75,-45,-35,-40,35,-30,0,30,YOUNG,0
ACC0005673,40,-45,-35,-40,65,-30,40,30,YOUNG,0
ACC0005674,-25,25,15,-40,-20,-30,40,30,YOUNG,1
ACC0005675,-25,-10,-35,45,-20,30,0,30,MATURE,0
ACC0005676,10,25,-35,45,35,30,0,30,YOUNG,1
ACC0005677,10,-10,50,-40,-20,-30,40,30,YOUNG,0
ACC0005678,75,25,50,-40,10,-30,40,30,YOUNG,0
ACC0005679,40,25,50,-40,-20,5,-50,30,YOUNG,1
ACC0005680,75,-10,50,45,35,5,0,-20,MATURE,0
ACC0005681,40,-10,15,45,65,-30,40,30,MATURE,0
ACC0005682,-25,25,-35,45,35,5,-50,30,YOUNG,0
ACC0005683,75,-10,15,-40,10,-30,-50,30,YOUNG,0
ACC0005684,40,-10,15,-40,-20,-30,0,30,YOUNG,1
ACC0005685,-25,-10,15,-40,10,30,-50,30,YOUNG,0
ACC0005686,75,55,50,-40,-20,5,40,30,MATURE,0
ACC0005687,-25,-45,-35,45,-20,30,40,30,YOUNG,1
ACC0005688,-60,-45,-35,-40,-20,30,-50,30,YOUNG,0
ACC0005689,40,-45,15,45,65,5,40,-20,MATURE,0
ACC0005690,10,-10,15,45,-20,30,40,30,YOUNG,0
ACC0005691,75,-10,-35,-40,-20,55,-50,30,YOUNG,1
ACC0005692,75,25,50,-40,10,55,0,-20,MATURE,0
ACC0005693,40,-45,15,-40,65,5,-50,30,YOUNG,1
ACC0005694,75,-45,-35,-40,10,5,0,30,YOUNG,1
ACC0005695,75,25,15,-40,10,-30,0,30,YOUNG,0
ACC0005696,-60,-10,-35,-40,35,30,0,30,YOUNG,1
ACC0005697,75,55,15,45,10,5,0,30,YOUNG,0
ACC0005698,40,55,50,-40,35,5,40,30,YOUNG,0
ACC0005699,40,-10,15,-40,10,30,40,30,MATURE,0
ACC0005700,-25,-10,15,-40,10,55,0,30,YOUNG,1
ACC0005701,40,-45,-35,-40,-20,30,40,30,YOUNG,0
ACC0005702,75,25,15,45,35,55,40,30,MATURE,0
ACC0005703,10,-10,15,-40,-20,5,0,-20,YOUNG,1
ACC0005704,10,55,15,45,10,-30,0,30,MATURE,0
ACC0005705,-25,-45,-35,45,35,5,40,30,YOUNG,0
ACC0005706,10,-45,-35,45,-55,-30,0,30,YOUNG,0
ACC0005707,10,-10,50,45,-20,-30,40,30,MATURE,0
ACC0005708,40,-45,15,45,65,5,40,-20,MATURE,0
ACC0005709,10,55,50,45,35,30,40,30,MATURE,0
ACC0005710,10,-10,-35,-40,10,30,0,-20,YOUNG,0
ACC0005711,10,25,15,-40,-20,30,0,30,YOUNG,1
ACC0005712,40,-45,-35,-40,-20,30,0,30,YOUNG,0
ACC0005713,40,-10,50,-40,10,-30,-50,30,YOUNG,1
ACC0005714,-60,-45,-35,45,35,5,0,30,YOUNG,1
ACC0005715,-60,-10,15,45,-20,-30,40,-20,MATURE,0
ACC0005716,-25,-45,15,-40,35,5,-50,30,YOUNG,0
ACC0005717,-25,-45,50,-40,35,-30,0,30,YOUNG,1
ACC0005718,75,-45,15,-40,-55,5,40,-20,YOUNG,1
ACC0005719,-60,25,-35,-40,65,5,40,30,MATURE,0
ACC0005720,40,-10,15,-40,10,-30,-50,30,YOUNG,0
ACC0005721,10,25,15,45,35,30,40,-20,MATURE,0
ACC0005722,40,-10,15,-40,-20,-30,40,30,YOUNG,0
ACC0005723,10,-10,-35,45,-20,-30,-50,30,YOUNG,0
ACC0005724,40,-45,-35,-40,35,-30,-50,30,YOUNG,0
ACC0005725,10,-45,15,-40,10,-30,0,30,YOUNG,1
ACC0005726,75,55,50,-40,35,5,40,30,MATURE,0
ACC0005727,75,-10,50,45,10,30,0,-20,MATURE,0
ACC0005728,10,-45,-35,-40,35,5,-50,30,YOUNG,0
ACC0005729,-25,25,15,45,-55,5,0,-20,MATURE,0
ACC0005730,75,-45,-35,45,35,5,40,-20,YOUNG,0
ACC0005731,-25,25,15,-40,-20,-30,-50,30,YOUNG,0
ACC0005732,-60,25,-35,45,-20,-30,-50,30,YOUNG,0
ACC0005733,10,-10,-35,-40,10,30,0,30,YOUNG,0
ACC0005734,40,25,-35,-40,35,-30,40,-20,YOUNG,1
ACC0005735,40,25,-35,45,35,30,0,30,MATURE,0
ACC0005736,-60,-45,-35,45,65,-30,0,-20,MATURE,0
ACC0005737,75,-10,15,45,35,30,0,-20,MATURE,0
ACC0005738,10,-45,-35,-40,-20,-30,-50,30,YOUNG,1
ACC0005739,75,-45,15,45,65,-30,40,30,YOUNG,0
ACC0005740,-25,25,15,-40,35,5,0,30,YOUNG,0
ACC0005741,-25,55,50,45,35,-30,40,-20,MATURE,0
ACC0005742,-25,-10,50,45,-20,55,40,30,YOUNG,0
ACC0005743,-60,-45,50,45,35,30,0,30,YOUNG,0
ACC0005744,10,25,-35,-40,35,-30,-50,-20,YOUNG,1
ACC0005745,75,-10,15,45,10,30,-50,-20,MATURE,0
ACC0005746,75,-45,15,-40,10,30,-50,-20,YOUNG,0
ACC0005747,75,-10,15,45,10,-30,40,30,YOUNG,0
ACC0005748,-60,-45,15,-40,10,5,0,30,YOUNG,1
ACC0005749,10,-45,-35,-40,10,-30,40,30,YOUNG,0
ACC0005750,40,-45,15,45,35,-30,40,30,YOUNG,0
ACC0005751,75,-45,50,45,-20,-30,0,30,MATURE,0
ACC0005752,75,25,50,45,35,55,0,-20,YOUNG,0
ACC0005753,10,-10,15,45,10,-30,-50,30,YOUNG,1
ACC0005754,40,-10,15,-40,65,5,0,-20,MATURE,0
ACC0005755,-25,-45,-35,-40,10,55,-50,-20,YOUNG,0
ACC0005756,75,-10,15,45,35,-30,40,-20,MATURE,0
ACC0005757,-25,-10,15,45,-20,-30,40,30,YOUNG,0
ACC0005758,10,25,15,-40,10,5,40,30,MATURE,0
ACC0005759,10,-45,-35,-40,-55,-30,0,30,YOUNG,0
ACC0005760,40,-45,-35,-40,-20,5,-50,30,YOUNG,1
ACC0005761,-25,-45,15,45,10,-30,40,30,YOUNG,1
ACC0005762,75,-10,50,45,10,5,-50,30,MATURE,0
ACC0005763,40,-10,-35,45,-20,5,-50,30,YOUNG,0
ACC0005764,75,-45,15,-40,-20,5,40,-20,YOUNG,0
ACC0005765,-25,-45,15,45,35,-30,0,-20,YOUNG,0
ACC0005766,40,-10,50,-40,10,55,-50,30,MATURE,0
ACC0005767,40,-10,15,-40,-20,-30,40,30,MATURE,0
ACC0005768,-25,-45,50,45,10,-30,40,30,YOUNG,0
ACC0005769,-25,-10,-35,-40,10,5,40,30,YOUNG,0
ACC0005770,-25,-10,50,45,35,55,40,30,YOUNG,0
ACC0005771,40,-10,-35,45,10,-30,40,30,YOUNG,0
ACC0005772,75,-10,-35,-40,35,-30,40,30,YOUNG,0
ACC0005773,10,-10,-35,45,-20,30,40,30,YOUNG,0
ACC0005774,10,25,50,45,35,-30,40,30,YOUNG,0
ACC0005775,10,-10,15,45,10,-30,40,30,YOUNG,0
ACC0005776,40,-10,-35,-40,-20,-30,40,30,YOUNG,1
ACC0005777,40,55,15,-40,65,-30,-50,30,YOUNG,0
ACC0005778,10,55,-35,-40,35,-30,40,-20,MATURE,0
ACC0005779,40,-10,-35,45,65,5,0,30,MATURE,0
ACC0005780,40,55,-35,45,10,-30,40,-20,MATURE,0
ACC0005781,40,25,15,45,10,5,0,-20,MATURE,0
ACC0005782,-60,25,15,45,-20,-30,0,30,YOUNG,0
ACC0005783,-60,-10,-35,-40,35,-30,40,30,YOUNG,0
ACC0005784,75,-10,50,-40,10,5,40,30,YOUNG,0
ACC0005785,75,55,50,45,35,55,-50,-20,MATURE,0
ACC0005786,40,55,-35,45,-20,-30,40,30,MATURE,1
ACC0005787,-25,55,-35,-40,-20,5,0,30,YOUNG,0
ACC0005788,40,55,50,45,35,5,0,-20,MATURE,0
ACC0005789,10,-10,-35,-40,-20,55,40,30,YOUNG,0
ACC0005790,40,-10,15,-40,-55,30,40,-20,YOUNG,0
ACC0005791,40,25,15,45,-20,5,0,-20,MATURE,0
ACC0005792,75,-45,-35,45,10,5,-50,30,YOUNG,0
ACC0005793,40,55,15,45,10,30,0,-20,YOUNG,0
ACC0005794,75,25,15,-40,10,30,-50,30,MATURE,0
ACC0005795,40,25,50,-40,35,30,-50,30,MATURE,0
ACC0005796,75,25,50,-40,65,5,40,30,MATURE,0
ACC0005797,40,-45,-35,45,-20,30,0,30,YOUNG,0
ACC0005798,40,55,15,45,35,30,0,-20,MATURE,0
ACC0005799,75,-45,-35,45,-55,5,40,-20,YOUNG,0
ACC0005800,-25,25,50,45,65,30,0,-20,MATURE,0
ACC0005801,40,-45,-35,-40,-55,-30,-50,30,YOUNG,1
ACC0005802,10,-45,50,45,10,-30,40,-20,MATURE,0
ACC0005803,10,-10,15,-40,10,55,0,-20,YOUNG,0
ACC0005804,-25,-45,-35,-40,65,55,0,30,YOUNG,0
ACC0005805,10,25,-35,45,10,5,40,30,MATURE,0
ACC0005806,10,-45,-35,45,-20,-30,40,30,YOUNG,1
ACC0005807,10,-10,50,45,10,-30,-50,-20,YOUNG,1
ACC0005808,75,-45,15,45,10,-30,0,-20,YOUNG,1
ACC0005809,10,25,15,-40,10,5,40,-20,YOUNG,0
ACC0005810,75,25,15,-40,-55,5,40,30,MATURE,0
ACC0005811,75,-45,50,45,35,55,40,30,MATURE,0
ACC0005812,-60,-10,15,-40,10,-30,0,30,YOUNG,1
ACC0005813,75,-45,15,45,10,5,-50,30,YOUNG,0
ACC0005814,75,55,15,45,10,-30,40,30,MATURE,0
ACC0005815,-25,-10,-35,45,10,-30,0,30,YOUNG,1
ACC0005816,40,25,15,-40,35,30,40,30,YOUNG,0
ACC0005817,-60,25,15,45,-55,5,40,30,YOUNG,1
ACC0005818,40,25,-35,45,-55,5,40,-20,MATURE,0
ACC0005819,40,-10,-35,-40,10,5,-50,-20,YOUNG,1
ACC0005820,10,25,-35,45,-20,5,0,-20,MATURE,0
ACC0005821,40,-45,15,45,-20,5,40,-20,MATURE,0
ACC0005822,75,-10,-35,45,-55,55,-50,30,YOUNG,0
ACC0005823,40,55,50,45,10,30,-50,30,MATURE,0
ACC0005824,10,-45,50,45,10,-30,40,30,YOUNG,1
ACC0005825,10,25,-35,45,10,5,0,-20,YOUNG,0
ACC0005826,75,55,-35,-40,10,-30,40,-20,YOUNG,0
ACC0005827,10,-10,-35,45,65,5,-50,-20,YOUNG,0
ACC0005828,10,-45,-35,-40,-20,5,0,30,YOUNG,0
ACC0005829,10,-45,15,45,-55,5,40,30,YOUNG,0
ACC0005830,40,-45,15,45,35,30,40,30,MATURE,0
ACC0005831,40,-10,-35,-40,10,5,-50,30,YOUNG,1
ACC0005832,75,-10,50,45,10,5,40,30,YOUNG,0
ACC0005833,75,55,15,-40,-55,5,40,-20,MATURE,0
ACC0005834,75,-45,15,45,35,-30,40,30,MATURE,0
ACC0005835,75,-10,-35,45,-55,5,0,30,YOUNG,0
ACC0005836,10,-10,15,45,-55,5,40,30,MATURE,0
ACC0005837,40,25,50,45,35,5,-50,-20,MATURE,0
ACC0005838,75,55,15,-40,35,30,-50,-20,MATURE,0
ACC0005839,-25,-10,15,-40,35,30,40,-20,MATURE,0
ACC0005840,10,-10,50,45,65,5,0,30,MATURE,0
ACC0005841,10,55,-35,-40,10,-30,40,30,YOUNG,0
ACC0005842,10,-45,15,45,65,-30,-50,30,YOUNG,0
ACC0005843,10,55,-35,-40,10,-30,40,30,YOUNG,1
ACC0005844,40,-45,-35,45,35,5,-50,30,YOUNG,0
ACC0005845,-25,-45,15,-40,-55,-30,0,30,YOUNG,1
ACC0005846,40,-10,50,45,35,5,0,30,MATURE,1
ACC0005847,-25,-10,-35,-40,-20,-30,40,-20,YOUNG,1
ACC0005848,75,25,50,45,10,-30,0,30,MATURE,0
ACC0005849,-25,-45,15,-40,10,-30,40,30,YOUNG,1
ACC0005850,-25,25,-35,-40,-20,-30,0,30,YOUNG,1
ACC0005851,75,-45,15,45,-20,30,0,30,YOUNG,0
ACC0005852,-25,25,50,-40,10,5,-50,30,YOUNG,0
ACC0005853,40,-10,-35,-40,-20,-30,40,30,YOUNG,0
ACC0005854,-25,25,15,-40,10,-30,-50,30,YOUNG,0
ACC0005855,40,55,15,45,35,55,40,30,MATURE,0
ACC0005856,75,-45,-35,45,-20,30,0,30,YOUNG,0
ACC0005857,40,25,50,45,-20,-30,40,-20,MATURE,0
ACC0005858,75,-10,-35,-40,35,-30,-50,30,YOUNG,1
ACC0005859,-60,25,-35,45,10,-30,40,30,YOUNG,0
ACC0005860,75,-45,15,-40,35,5,-50,-20,YOUNG,0
ACC0005861,10,25,15,-40,35,55,40,30,MATURE,0
ACC0005862,-25,-45,50,45,-20,55,40,-20,MATURE,0
ACC0005863,-25,25,-35,45,10,-30,40,30,MATURE,0
ACC0005864,40,-10,15,45,35,30,-50,30,YOUNG,0
ACC0005865,75,-45,15,-40,35,5,40,30,YOUNG,0
ACC0005866,-60,-10,50,-40,-55,-30,40,30,YOUNG,0
ACC0005867,75,-45,15,45,-55,55,40,-20,MATURE,0
ACC0005868,10,25,-35,-40,65,5,40,30,YOUNG,1
ACC0005869,75,-10,15,-40,35,-30,40,30,YOUNG,0
ACC0005870,-25,-10,-35,-40,10,-30,40,30,YOUNG,1
ACC0005871,75,55,50,-40,35,55,40,30,MATURE,0
ACC0005872,40,-45,15,-40,-20,55,40,30,YOUNG,1
ACC0005873,-60,25,-35,45,65,5,-50,30,YOUNG,0
ACC0005874,10,25,15,45,35,55,-50,-20,YOUNG,0
ACC0005875,-60,-10,15,-40,10,5,-50,30,YOUNG,0
ACC0005876,10,55,50,45,10,30,-50,30,MATURE,0
ACC0005877,40,-10,-35,-40,10,-30,0,-20,YOUNG,0
ACC0005878,40,-45,-35,45,-20,30,0,30,YOUNG,0
ACC0005879,-25,-45,-35,-40,65,-30,-50,30,YOUNG,1
ACC0005880,75,25,-35,-40,-20,-30,40,30,MATURE,0
ACC0005881,40,-10,-35,45,35,30,-50,30,YOUNG,0
ACC0005882,-25,25,15,45,35,-30,40,30,YOUNG,0
ACC0005883,10,-45,-35,45,10,5,0,30,YOUNG,1
ACC0005884,10,-10,-35,-40,10,-30,40,-20,YOUNG,0
ACC0005885,-60,25,-35,-40,10,-30,-50,30,YOUNG,0
ACC0005886,10,-10,-35,-40,10,-30,40,-20,YOUNG,0
ACC0005887,-25,25,15,45,65,55,-50,30,MATURE,0
ACC0005888,-60,-10,-35,-40,-20,-30,-50,30,YOUNG,1
ACC0005889,10,25,-35,45,35,5,-50,30,YOUNG,0
ACC0005890,10,-45,-35,-40,-20,-30,40,30,YOUNG,0
ACC0005891,40,-45,15,45,10,5,0,30,YOUNG,0
ACC0005892,10,25,50,-40,65,55,0,30,MATURE,0
ACC0005893,75,55,15,45,65,5,40,30,MATURE,0
ACC0005894,10,25,15,-40,-20,30,40,30,YOUNG,1
ACC0005895,10,55,15,45,35,-30,-50,30,MATURE,0
ACC0005896,75,-45,50,45,-20,-30,40,30,YOUNG,0
ACC0005897,75,-45,50,45,35,30,40,30,YOUNG,0
ACC0005898,75,-45,-35,45,35,-30,0,30,YOUNG,0
ACC0005899,75,55,50,45,-20,30,0,30,MATURE,0
ACC0005900,-25,-10,-35,45,-55,5,-50,-20,YOUNG,1
ACC0005901,10,-10,50,45,10,-30,40,30,MATURE,0
ACC0005902,10,-10,15,45,10,-30,40,-20,MATURE,0
ACC0005903,-25,-10,-35,45,10,-30,0,30,YOUNG,0
ACC0005904,75,55,15,-40,10,-30,40,30,YOUNG,0
ACC0005905,10,-45,-35,-40,10,5,40,30,YOUNG,0
ACC0005906,75,25,50,-40,65,-30,0,30,MATURE,0
ACC0005907,10,-45,-35,-40,-55,30,-50,-20,YOUNG,0
ACC0005908,40,-45,50,-40,-55,30,0,-20,YOUNG,0
ACC0005909,75,-45,15,45,-55,5,-50,30,YOUNG,0
ACC0005910,-60,-10,15,-40,65,-30,40,30,YOUNG,0
ACC0005911,10,-45,50,45,65,-30,40,30,YOUNG,0
ACC0005912,10,-10,-35,-40,10,-30,40,30,YOUNG,1
ACC0005913,40,25,15,-40,65,-30,40,30,MATURE,0
ACC0005914,40,25,-35,45,-20,30,0,30,YOUNG,0
ACC0005915,75,-45,-35,45,-55,-30,0,-20,YOUNG,1
ACC0005916,-25,-45,-35,45,-55,-30,0,-20,YOUNG,0
ACC0005917,-25,25,-35,-40,65,5,-50,30,YOUNG,0
ACC0005918,40,-45,-35,45,10,-30,40,30,YOUNG,0
ACC0005919,40,55,15,45,65,30,40,30,MATURE,0
ACC0005920,10,25,15,-40,-55,-30,-50,-20,YOUNG,0
ACC0005921,10,25,50,45,-20,30,0,30,MATURE,0
ACC0005922,10,-45,-35,45,65,30,-50,30,YOUNG,0
ACC0005923,-25,-45,-35,-40,10,-30,-50,30,YOUNG,0
ACC0005924,10,55,-35,45,10,-30,-50,30,YOUNG,0
ACC0005925,10,25,15,45,-20,5,0,-20,MATURE,0
ACC0005926,75,55,50,-40,-20,30,0,30,MATURE,0
ACC0005927,40,-45,50,45,-20,30,0,30,YOUNG,0
ACC0005928,10,-45,15,-40,-55,5,40,30,YOUNG,0
ACC0005929,-25,25,-35,45,-55,55,40,30,YOUNG,0
ACC0005930,75,-45,50,45,35,5,0,30,MATURE,0
ACC0005931,10,55,50,-40,65,-30,0,30,MATURE,0
ACC0005932,40,-10,50,-40,65,5,40,30,MATURE,0
ACC0005933,-25,55,15,45,65,55,0,30,MATURE,0
ACC0005934,40,55,50,-40,35,5,40,30,MATURE,0
ACC0005935,40,55,50,-40,10,-30,40,-20,MATURE,0
ACC0005936,75,25,15,45,65,30,-50,30,MATURE,0
ACC0005937,10,25,-35,45,10,-30,40,30,YOUNG,0
ACC0005938,40,55,15,45,35,5,40,30,MATURE,0
ACC0005939,10,-45,50,-40,-55,5,40,-20,YOUNG,0
ACC0005940,-25,-10,15,-40,-55,-30,-50,30,YOUNG,1
ACC0005941,40,-45,15,45,65,-30,0,-20,YOUNG,0
ACC0005942,75,-10,15,-40,10,5,-50,30,YOUNG,0
ACC0005943,10,55,15,45,10,5,0,30,MATURE,0
ACC0005944,75,55,-35,-40,35,-30,0,30,YOUNG,0
ACC0005945,10,-10,-35,45,65,30,40,-20,YOUNG,0
ACC0005946,75,25,15,-40,-55,5,0,30,YOUNG,0
ACC0005947,40,-45,15,45,10,-30,0,30,YOUNG,0
ACC0005948,75,-45,15,45,65,5,40,-20,MATURE,0
ACC0005949,75,-45,-35,45,-55,5,40,-20,MATURE,0
ACC0005950,75,55,15,-40,10,30,40,-20,YOUNG,0
ACC0005951,40,25,15,45,35,55,-50,30,MATURE,0
ACC0005952,40,55,15,45,65,-30,0,-20,MATURE,0
ACC0005953,75,-45,-35,-40,65,-30,0,30,YOUNG,0
ACC0005954,10,55,15,45,35,-30,0,30,YOUNG,0
ACC0005955,10,-45,-35,-40,10,-30,0,30,YOUNG,0
ACC0005956,75,-45,-35,-40,35,-30,40,-20,MATURE,1
ACC0005957,75,25,15,-40,10,30,0,-20,MATURE,0
ACC0005958,40,25,-35,-40,10,-30,-50,30,YOUNG,1
ACC0005959,10,25,50,45,35,30,40,-20,MATURE,0
ACC0005960,10,-45,50,45,35,5,0,-20,MATURE,0
